filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics,run
pdgrapher_0919_1027,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.235,0.059,212.94,-0.07,-0.756,-9.72,9.651,0.111,0.14,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1464, 'times_true_source': 2, 'times_predicted_source': 6, 'correct_predictions': 0, 'avg_prediction_prob': -0.736, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 295.5, 'avg_prob_when_true': -0.945, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1464, 'times_true_source': 6, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.877, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 305.0, 'avg_prob_when_true': -0.824, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1464, 'times_true_source': 7, 'times_predicted_source': 21, 'correct_predictions': 3, 'avg_prediction_prob': -0.293, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 1.857, 'avg_prob_when_true': 2.2, 'in_top3_when_true': 4, 'in_top5_when_true': 7, 'accuracy_when_true': 0.429, 'precision': 0.143, 'recall': 0.429, 'f1_score': 0.214}}",ss_500_600
baseline_advanced_random_0918_1646,advanced_random,dorothea_500_600,,,,,0.003,246.547,0.002,0.002,0.0,0.004,0.008,0.01,,ss_500_600_fr
baseline_jordan_0918_1646,jordan,dorothea_500_600,,,,,0.0,272.883,0.001,0.002,0.0,1.0,0.0,0.003,,ss_500_600_fr
baseline_overlap_0918_1646,overlap,dorothea_500_600,,,,,0.0,257.526,0.002,0.002,0.002,0.002,0.0,0.007,,ss_500_600_fr
baseline_random_0918_1646,random,dorothea_500_600,,,,,0.003,246.547,0.002,0.002,0.0,0.004,0.008,0.01,,ss_500_600_fr
baseline_smallestSuperset_0918_1646,smallestSuperset,dorothea_500_600,,,,,0.0,257.526,0.002,0.002,0.002,0.002,0.0,0.007,,ss_500_600_fr
gat_0918_1827,gat,dorothea_500_600,500.0,183.0,1.0,0.235,0.001,225.793,0.019,0.019,0.009,0.053,0.012,0.015,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1464, 'times_true_source': 2, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 307.5, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1464, 'times_true_source': 6, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 261.667, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1464, 'times_true_source': 7, 'times_predicted_source': 46, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 13.0, 'avg_prob_when_true': 0.024, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",ss_500_600_fr
gat_0919_1028,gat,dorothea_500_600,500.0,183.0,1.0,0.235,0.003,226.234,0.02,0.019,0.01,0.05,0.01,0.015,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1464, 'times_true_source': 2, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 312.0, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1464, 'times_true_source': 6, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 275.167, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1464, 'times_true_source': 7, 'times_predicted_source': 45, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 10.0, 'avg_prob_when_true': 0.025, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",ss_500_600_fr
pdgrapher_0918_1836,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.235,0.045,197.606,0.026,-0.468,-1.913,12.856,0.083,0.111,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1464, 'times_true_source': 2, 'times_predicted_source': 5, 'correct_predictions': 0, 'avg_prediction_prob': -0.506, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 214.5, 'avg_prob_when_true': 0.324, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1464, 'times_true_source': 6, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': -0.692, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 378.667, 'avg_prob_when_true': -0.761, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1464, 'times_true_source': 7, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': -0.157, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 132.143, 'avg_prob_when_true': -0.289, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",ss_500_600_fr
pdgrapher_0919_1028,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.235,0.042,199.531,-0.224,-0.731,-2.398,9.335,0.086,0.12,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1464, 'times_true_source': 2, 'times_predicted_source': 8, 'correct_predictions': 0, 'avg_prediction_prob': -0.932, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 356.0, 'avg_prob_when_true': -1.052, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1464, 'times_true_source': 6, 'times_predicted_source': 7, 'correct_predictions': 0, 'avg_prediction_prob': -0.59, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 175.833, 'avg_prob_when_true': -0.396, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1464, 'times_true_source': 7, 'times_predicted_source': 2, 'correct_predictions': 0, 'avg_prediction_prob': -0.296, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 30.714, 'avg_prob_when_true': 0.002, 'in_top3_when_true': 1, 'in_top5_when_true': 2, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",ss_500_600_fr
baseline_advanced_random_0918_1848,advanced_random,dorothea_500_600,,,,,0.0,245.778,0.002,0.002,0.0,0.012,0.0,0.009,,ss_500_600_rd
baseline_jordan_0918_1848,jordan,dorothea_500_600,,,,,0.0,272.858,0.001,0.002,0.0,1.0,0.0,0.0,,ss_500_600_rd
baseline_overlap_0918_1848,overlap,dorothea_500_600,,,,,0.0,269.676,0.002,0.002,0.0,1.0,0.006,0.006,,ss_500_600_rd
baseline_random_0918_1848,random,dorothea_500_600,,,,,0.001,253.737,0.002,0.002,0.0,0.004,0.004,0.01,,ss_500_600_rd
baseline_smallestSuperset_0918_1848,smallestSuperset,dorothea_500_600,,,,,0.0,259.412,0.001,0.002,0.0,1.0,0.0,0.004,,ss_500_600_rd
gat_0918_1928,gat,dorothea_500_600,500.0,183.0,1.0,0.221,0.007,221.235,0.02,0.019,0.009,0.043,0.012,0.015,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 318.667, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 253.625, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 331, 'correct_predictions': 6, 'avg_prediction_prob': 0.026, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.032, 'in_top3_when_true': 6, 'in_top5_when_true': 6, 'accuracy_when_true': 1.0, 'precision': 0.018, 'recall': 1.0, 'f1_score': 0.036}}",ss_500_600_rd
gat_0919_1028,gat,dorothea_500_600,500.0,183.0,1.0,0.221,0.009,220.469,0.02,0.02,0.01,0.041,0.019,0.024,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 335.333, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.02, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 247.0, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 319, 'correct_predictions': 6, 'avg_prediction_prob': 0.025, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.029, 'in_top3_when_true': 6, 'in_top5_when_true': 6, 'accuracy_when_true': 1.0, 'precision': 0.019, 'recall': 1.0, 'f1_score': 0.037}}",ss_500_600_rd
pdgrapher_0918_1929,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.221,0.002,98.093,0.475,-0.274,-1.772,1.912,0.015,0.029,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 3, 'correct_predictions': 0, 'avg_prediction_prob': 0.592, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 73.667, 'avg_prob_when_true': 0.6, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.206, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 109.125, 'avg_prob_when_true': 0.35, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.304, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 170.667, 'avg_prob_when_true': -0.006, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",ss_500_600_rd
pdgrapher_0919_1027,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.221,0.009,91.867,0.231,-0.114,-0.729,1.041,0.029,0.039,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.119, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 99.667, 'avg_prob_when_true': 0.18, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.228, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 64.5, 'avg_prob_when_true': 0.319, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.158, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 77.5, 'avg_prob_when_true': 0.273, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",ss_500_600_rd
baseline_advanced_random_0918_1857,advanced_random,dorothea_500_600,,,,,0.001,253.737,0.002,0.002,0.0,0.004,0.004,0.01,,ss_500_600_rd_fr
baseline_jordan_0918_1857,jordan,dorothea_500_600,,,,,0.0,261.932,0.001,0.002,0.0,1.0,0.007,0.01,,ss_500_600_rd_fr
baseline_overlap_0918_1857,overlap,dorothea_500_600,,,,,0.0,258.139,0.002,0.002,0.002,0.002,0.0,0.004,,ss_500_600_rd_fr
baseline_random_0918_1857,random,dorothea_500_600,,,,,0.001,253.737,0.002,0.002,0.0,0.004,0.004,0.01,,ss_500_600_rd_fr
baseline_smallestSuperset_0918_1857,smallestSuperset,dorothea_500_600,,,,,0.0,258.139,0.002,0.002,0.002,0.002,0.0,0.004,,ss_500_600_rd_fr
gat_0918_1929,gat,dorothea_500_600,500.0,183.0,1.0,0.221,0.009,222.841,0.019,0.019,0.01,0.051,0.012,0.021,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 409.667, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 425.5, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 336, 'correct_predictions': 6, 'avg_prediction_prob': 0.029, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.037, 'in_top3_when_true': 6, 'in_top5_when_true': 6, 'accuracy_when_true': 1.0, 'precision': 0.018, 'recall': 1.0, 'f1_score': 0.035}}",ss_500_600_rd_fr
gat_0919_1028,gat,dorothea_500_600,500.0,183.0,1.0,0.221,0.007,221.181,0.02,0.019,0.009,0.057,0.012,0.022,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 418.0, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 378.25, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 336, 'correct_predictions': 6, 'avg_prediction_prob': 0.031, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 0.0, 'avg_prob_when_true': 0.04, 'in_top3_when_true': 6, 'in_top5_when_true': 6, 'accuracy_when_true': 1.0, 'precision': 0.018, 'recall': 1.0, 'f1_score': 0.035}}",ss_500_600_rd_fr
pdgrapher_0918_1930,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.221,0.006,96.994,0.391,-0.331,-2.155,1.204,0.026,0.037,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.42, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 64.0, 'avg_prob_when_true': 0.544, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.366, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 130.5, 'avg_prob_when_true': 0.217, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.126, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 185.833, 'avg_prob_when_true': -0.066, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",ss_500_600_rd_fr
pdgrapher_0919_1028,pdgrapher,dorothea_500_600,500.0,183.0,1.0,0.221,0.007,101.284,0.124,-0.147,-0.787,0.874,0.019,0.031,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 803, 'times_true_source': 3, 'times_predicted_source': 29, 'correct_predictions': 0, 'avg_prediction_prob': 0.299, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 16.0, 'avg_prob_when_true': 0.34, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 803, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': -0.131, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 158.375, 'avg_prob_when_true': 0.004, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 803, 'times_true_source': 6, 'times_predicted_source': 59, 'correct_predictions': 0, 'avg_prediction_prob': 0.101, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 233.5, 'avg_prob_when_true': -0.138, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}}",ss_500_600_rd_fr
baseline_advanced_random_0918_2133,advanced_random,dorothea_500_700,,,,,0.001,249.259,0.002,0.002,0.0,0.012,0.003,0.006,,ss_500_700
baseline_jordan_0918_2133,jordan,dorothea_500_700,,,,,0.0,268.71,0.001,0.002,0.0,1.0,0.004,0.008,,ss_500_700
baseline_overlap_0918_2133,overlap,dorothea_500_700,,,,,0.0,267.804,0.001,0.002,0.0,1.0,0.003,0.011,,ss_500_700
baseline_random_0918_2133,random,dorothea_500_700,,,,,0.001,243.904,0.002,0.002,0.0,0.004,0.003,0.008,,ss_500_700
baseline_smallestSuperset_0918_2133,smallestSuperset,dorothea_500_700,,,,,0.0,259.934,0.001,0.002,0.0,1.0,0.003,0.009,,ss_500_700
gat_0919_0030,gat,dorothea_500_700,500.0,189.0,1.0,0.341,0.007,217.472,0.02,0.019,0.007,0.036,0.017,0.023,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1512, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 313.125, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1512, 'times_true_source': 13, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 153.538, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1512, 'times_true_source': 7, 'times_predicted_source': 251, 'correct_predictions': 2, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 279.429, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 2, 'in_top5_when_true': 2, 'accuracy_when_true': 0.286, 'precision': 0.008, 'recall': 0.286, 'f1_score': 0.016}}",ss_500_700
gat_0919_1028,gat,dorothea_500_700,500.0,189.0,1.0,0.341,0.005,220.583,0.021,0.02,0.007,0.042,0.013,0.022,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 1512, 'times_true_source': 8, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.019, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 303.5, 'avg_prob_when_true': 0.019, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 1512, 'times_true_source': 13, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 151.308, 'avg_prob_when_true': 0.023, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 1512, 'times_true_source': 7, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 375.286, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}}",ss_500_700
