filename,model_type,network,num_nodes,num_possible_sources,avg_num_sources,avg_portion_affected,accuracy,avg rank of source,avg prediction for source,avg prediction over all nodes,min prediction over all nodes,max prediction over all nodes,source in top 3,source in top 5,gene_specific_metrics,run
baseline_advanced_random_0922_1857,advanced_random,dorothea_500_700,,,,,0.002,245.704,0.002,0.002,0.0,0.012,0.006,0.009,,bs_500_700
baseline_advanced_random_0925_1720,advanced_random,dorothea_500_700,,,,,0.002,245.704,0.002,0.002,0.0,0.012,0.006,0.009,,bs_500_700
baseline_jordan_0922_1857,jordan,dorothea_500_700,,,,,0.001,265.567,0.001,0.002,0.0,1.0,0.007,0.012,,bs_500_700
baseline_jordan_0925_1720,jordan,dorothea_500_700,,,,,0.001,265.567,0.001,0.002,0.0,1.0,0.007,0.012,,bs_500_700
baseline_overlap_0922_1857,overlap,dorothea_500_700,,,,,0.0,267.975,0.001,0.002,0.0,1.0,0.003,0.01,,bs_500_700
baseline_overlap_0925_1720,overlap,dorothea_500_700,,,,,0.0,267.975,0.001,0.002,0.0,1.0,0.003,0.01,,bs_500_700
baseline_random_0922_1857,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,,bs_500_700
baseline_random_0925_1720,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,,bs_500_700
baseline_smallestSuperset_0922_1857,smallestSuperset,dorothea_500_700,,,,,0.0,256.977,0.001,0.002,0.0,1.0,0.006,0.01,,bs_500_700
baseline_smallestSuperset_0925_1720,smallestSuperset,dorothea_500_700,,,,,0.0,256.977,0.001,0.002,0.0,1.0,0.006,0.01,,bs_500_700
gat_0922_1935,gat,dorothea_500_700,500.0,189.0,1.0,0.341,0.005,211.668,0.019,0.018,0.006,0.046,0.012,0.018,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.015, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 389.168, 'avg_prob_when_true': 0.015, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 1, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 105.743, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 1, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': 0.0, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 3544, 'correct_predictions': 43, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 130.019, 'avg_prob_when_true': 0.023, 'in_top3_when_true': 59, 'in_top5_when_true': 62, 'accuracy_when_true': 0.413, 'precision': 0.012, 'recall': 0.413, 'f1_score': 0.024}}",bs_500_700
gat_0923_1008,gat,dorothea_500_700,500.0,189.0,1.0,0.341,0.005,214.433,0.02,0.019,0.006,0.041,0.016,0.023,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 340.453, 'avg_prob_when_true': 0.018, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 155.829, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 3082, 'correct_predictions': 39, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 143.971, 'avg_prob_when_true': 0.021, 'in_top3_when_true': 48, 'in_top5_when_true': 50, 'accuracy_when_true': 0.375, 'precision': 0.013, 'recall': 0.375, 'f1_score': 0.024}}",bs_500_700
gat_0926_0743,gat,dorothea_500_700,500.0,189.0,1.0,0.341,0.005,213.395,0.02,0.018,0.006,0.051,0.016,0.024,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 369.752, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.021, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 158.952, 'avg_prob_when_true': 0.022, 'in_top3_when_true': 0, 'in_top5_when_true': 1, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 3114, 'correct_predictions': 37, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 150.596, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 48, 'in_top5_when_true': 50, 'accuracy_when_true': 0.356, 'precision': 0.012, 'recall': 0.356, 'f1_score': 0.023}}",bs_500_700
pdgrapher_0922_2046,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.152,132.783,1.006,-3.653,-208.624,38.525,0.262,0.326,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 44, 'correct_predictions': 5, 'avg_prediction_prob': -3.42, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 203.555, 'avg_prob_when_true': -1.77, 'in_top3_when_true': 11, 'in_top5_when_true': 13, 'accuracy_when_true': 0.036, 'precision': 0.114, 'recall': 0.036, 'f1_score': 0.055}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 18, 'correct_predictions': 2, 'avg_prediction_prob': -4.565, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 279.114, 'avg_prob_when_true': -2.278, 'in_top3_when_true': 10, 'in_top5_when_true': 18, 'accuracy_when_true': 0.019, 'precision': 0.111, 'recall': 0.019, 'f1_score': 0.033}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 44, 'correct_predictions': 11, 'avg_prediction_prob': -4.944, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 77.106, 'avg_prob_when_true': 1.823, 'in_top3_when_true': 38, 'in_top5_when_true': 46, 'accuracy_when_true': 0.106, 'precision': 0.25, 'recall': 0.106, 'f1_score': 0.149}}",bs_500_700
pdgrapher_0923_1313,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.167,118.712,-0.64,-4.508,-82.146,31.237,0.272,0.328,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 16, 'correct_predictions': 11, 'avg_prediction_prob': -4.078, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 157.182, 'avg_prob_when_true': -2.442, 'in_top3_when_true': 14, 'in_top5_when_true': 18, 'accuracy_when_true': 0.08, 'precision': 0.688, 'recall': 0.08, 'f1_score': 0.144}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 40, 'correct_predictions': 8, 'avg_prediction_prob': -4.261, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 158.648, 'avg_prob_when_true': -2.128, 'in_top3_when_true': 16, 'in_top5_when_true': 20, 'accuracy_when_true': 0.076, 'precision': 0.2, 'recall': 0.076, 'f1_score': 0.11}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 420, 'correct_predictions': 47, 'avg_prediction_prob': -4.05, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 57.779, 'avg_prob_when_true': 2.149, 'in_top3_when_true': 58, 'in_top5_when_true': 66, 'accuracy_when_true': 0.452, 'precision': 0.112, 'recall': 0.452, 'f1_score': 0.179}}",bs_500_700
pdgrapher_0925_1932,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.209,66.819,2.122,-3.927,-304.375,16.302,0.337,0.4,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 46, 'correct_predictions': 23, 'avg_prediction_prob': -4.267, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 160.358, 'avg_prob_when_true': 1.033, 'in_top3_when_true': 38, 'in_top5_when_true': 40, 'accuracy_when_true': 0.168, 'precision': 0.5, 'recall': 0.168, 'f1_score': 0.251}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 59, 'correct_predictions': 20, 'avg_prediction_prob': -3.528, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 77.333, 'avg_prob_when_true': 0.825, 'in_top3_when_true': 26, 'in_top5_when_true': 32, 'accuracy_when_true': 0.19, 'precision': 0.339, 'recall': 0.19, 'f1_score': 0.244}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 59, 'correct_predictions': 28, 'avg_prediction_prob': -4.39, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 39.125, 'avg_prob_when_true': 4.673, 'in_top3_when_true': 60, 'in_top5_when_true': 75, 'accuracy_when_true': 0.269, 'precision': 0.475, 'recall': 0.269, 'f1_score': 0.344}}",bs_500_700
pdgraphernognn_0925_1930,pdgraphernognn,dorothea_500_700,500.0,189.0,1.0,0.341,0.055,142.255,-1.573,-5.593,-634.569,11.261,0.112,0.153,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 91, 'correct_predictions': 6, 'avg_prediction_prob': -3.678, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 139.182, 'avg_prob_when_true': -2.003, 'in_top3_when_true': 13, 'in_top5_when_true': 24, 'accuracy_when_true': 0.044, 'precision': 0.066, 'recall': 0.044, 'f1_score': 0.053}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 33, 'correct_predictions': 1, 'avg_prediction_prob': -4.031, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 209.657, 'avg_prob_when_true': -3.176, 'in_top3_when_true': 7, 'in_top5_when_true': 7, 'accuracy_when_true': 0.01, 'precision': 0.03, 'recall': 0.01, 'f1_score': 0.014}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 130, 'correct_predictions': 12, 'avg_prediction_prob': -8.719, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 122.596, 'avg_prob_when_true': -0.656, 'in_top3_when_true': 25, 'in_top5_when_true': 25, 'accuracy_when_true': 0.115, 'precision': 0.092, 'recall': 0.115, 'f1_score': 0.103}}",bs_500_700
baseline_advanced_random_0922_2311,advanced_random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,,bs_500_700_fr
baseline_jordan_0922_2311,jordan,dorothea_500_700,,,,,0.0,259.008,0.001,0.002,0.0,1.0,0.006,0.006,,bs_500_700_fr
baseline_overlap_0922_2311,overlap,dorothea_500_700,,,,,0.0,260.976,0.002,0.002,0.002,0.002,0.006,0.01,,bs_500_700_fr
baseline_random_0922_2311,random,dorothea_500_700,,,,,0.002,250.021,0.002,0.002,0.0,0.004,0.007,0.011,,bs_500_700_fr
baseline_smallestSuperset_0922_2311,smallestSuperset,dorothea_500_700,,,,,0.0,260.976,0.002,0.002,0.002,0.002,0.006,0.01,,bs_500_700_fr
gat_0922_1938,gat,dorothea_500_700,500.0,189.0,1.0,0.341,0.006,210.202,0.02,0.019,0.012,0.047,0.012,0.018,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.017, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 335.657, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 342.857, 'avg_prob_when_true': 0.017, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 5280, 'correct_predictions': 77, 'avg_prediction_prob': 0.026, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 17.067, 'avg_prob_when_true': 0.03, 'in_top3_when_true': 83, 'in_top5_when_true': 83, 'accuracy_when_true': 0.74, 'precision': 0.015, 'recall': 0.74, 'f1_score': 0.029}}",bs_500_700_fr
gat_0923_1231,gat,dorothea_500_700,500.0,189.0,1.0,0.341,0.006,211.566,0.02,0.019,0.011,0.054,0.012,0.018,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 347.255, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 362.21, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 5092, 'correct_predictions': 77, 'avg_prediction_prob': 0.027, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 20.077, 'avg_prob_when_true': 0.032, 'in_top3_when_true': 79, 'in_top5_when_true': 79, 'accuracy_when_true': 0.74, 'precision': 0.015, 'recall': 0.74, 'f1_score': 0.03}}",bs_500_700_fr
pdgrapher_0922_2103,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.32,74.824,2.626,-5.034,-219.928,25.342,0.485,0.559,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 242, 'correct_predictions': 36, 'avg_prediction_prob': -4.194, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 140.029, 'avg_prob_when_true': 0.923, 'in_top3_when_true': 52, 'in_top5_when_true': 57, 'accuracy_when_true': 0.263, 'precision': 0.149, 'recall': 0.263, 'f1_score': 0.19}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 65, 'correct_predictions': 17, 'avg_prediction_prob': -5.123, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 136.667, 'avg_prob_when_true': 0.238, 'in_top3_when_true': 35, 'in_top5_when_true': 39, 'accuracy_when_true': 0.162, 'precision': 0.262, 'recall': 0.162, 'f1_score': 0.2}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 44, 'correct_predictions': 20, 'avg_prediction_prob': -4.991, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 31.163, 'avg_prob_when_true': 3.136, 'in_top3_when_true': 56, 'in_top5_when_true': 66, 'accuracy_when_true': 0.192, 'precision': 0.455, 'recall': 0.192, 'f1_score': 0.27}}",bs_500_700_fr
pdgrapher_0923_1343,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.212,74.96,0.992,-5.092,-36.437,28.887,0.353,0.417,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 175, 'correct_predictions': 42, 'avg_prediction_prob': -4.591, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 120.423, 'avg_prob_when_true': 1.525, 'in_top3_when_true': 55, 'in_top5_when_true': 55, 'accuracy_when_true': 0.307, 'precision': 0.24, 'recall': 0.307, 'f1_score': 0.269}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 98, 'correct_predictions': 22, 'avg_prediction_prob': -3.293, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 29.971, 'avg_prob_when_true': 2.026, 'in_top3_when_true': 44, 'in_top5_when_true': 49, 'accuracy_when_true': 0.21, 'precision': 0.224, 'recall': 0.21, 'f1_score': 0.217}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 86, 'correct_predictions': 26, 'avg_prediction_prob': -2.351, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 10.413, 'avg_prob_when_true': 3.175, 'in_top3_when_true': 50, 'in_top5_when_true': 58, 'accuracy_when_true': 0.25, 'precision': 0.302, 'recall': 0.25, 'f1_score': 0.274}}",bs_500_700_fr
pdgrapher_0925_1930,pdgrapher,dorothea_500_700,500.0,189.0,1.0,0.341,0.177,102.105,0.165,-4.349,-30.039,22.365,0.29,0.355,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 197, 'correct_predictions': 12, 'avg_prediction_prob': -3.322, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 86.401, 'avg_prob_when_true': -0.314, 'in_top3_when_true': 32, 'in_top5_when_true': 35, 'accuracy_when_true': 0.088, 'precision': 0.061, 'recall': 0.088, 'f1_score': 0.072}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 116, 'correct_predictions': 12, 'avg_prediction_prob': -3.326, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 46.61, 'avg_prob_when_true': -0.145, 'in_top3_when_true': 22, 'in_top5_when_true': 36, 'accuracy_when_true': 0.114, 'precision': 0.103, 'recall': 0.114, 'f1_score': 0.109}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 39, 'correct_predictions': 20, 'avg_prediction_prob': -4.576, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 76.606, 'avg_prob_when_true': 1.179, 'in_top3_when_true': 42, 'in_top5_when_true': 58, 'accuracy_when_true': 0.192, 'precision': 0.513, 'recall': 0.192, 'f1_score': 0.28}}",bs_500_700_fr
pdgraphernognn_0925_1932,pdgraphernognn,dorothea_500_700,500.0,189.0,1.0,0.341,0.06,136.542,-1.037,-5.782,-977.635,8.931,0.125,0.175,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 19052, 'times_true_source': 137, 'times_predicted_source': 142, 'correct_predictions': 5, 'avg_prediction_prob': -4.279, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 176.263, 'avg_prob_when_true': -2.497, 'in_top3_when_true': 18, 'in_top5_when_true': 25, 'accuracy_when_true': 0.036, 'precision': 0.035, 'recall': 0.036, 'f1_score': 0.036}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 19052, 'times_true_source': 105, 'times_predicted_source': 108, 'correct_predictions': 2, 'avg_prediction_prob': -4.241, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 152.667, 'avg_prob_when_true': -0.893, 'in_top3_when_true': 5, 'in_top5_when_true': 20, 'accuracy_when_true': 0.019, 'precision': 0.019, 'recall': 0.019, 'f1_score': 0.019}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 19052, 'times_true_source': 104, 'times_predicted_source': 97, 'correct_predictions': 12, 'avg_prediction_prob': -4.529, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 138.433, 'avg_prob_when_true': -0.373, 'in_top3_when_true': 17, 'in_top5_when_true': 22, 'accuracy_when_true': 0.115, 'precision': 0.124, 'recall': 0.115, 'f1_score': 0.119}}",bs_500_700_fr
baseline_advanced_random_0922_2055,advanced_random,dorothea_500_700,,,,,0.002,248.154,0.002,0.002,0.0,0.012,0.005,0.008,,bs_500_700_rd
baseline_advanced_random_0925_1702,advanced_random,dorothea_500_700,,,,,0.002,248.154,0.002,0.002,0.0,0.012,0.005,0.008,,bs_500_700_rd
baseline_jordan_0922_2055,jordan,dorothea_500_700,,,,,0.001,267.683,0.001,0.002,0.0,1.0,0.008,0.011,,bs_500_700_rd
baseline_jordan_0925_1702,jordan,dorothea_500_700,,,,,0.001,267.683,0.001,0.002,0.0,1.0,0.008,0.011,,bs_500_700_rd
baseline_overlap_0922_2055,overlap,dorothea_500_700,,,,,0.0,270.418,0.001,0.002,0.0,1.0,0.004,0.011,,bs_500_700_rd
baseline_overlap_0925_1702,overlap,dorothea_500_700,,,,,0.0,270.418,0.001,0.002,0.0,1.0,0.004,0.011,,bs_500_700_rd
baseline_random_0922_2055,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,,bs_500_700_rd
baseline_random_0925_1702,random,dorothea_500_700,,,,,0.003,247.266,0.002,0.002,0.0,0.004,0.008,0.01,,bs_500_700_rd
baseline_smallestSuperset_0922_2055,smallestSuperset,dorothea_500_700,,,,,0.0,257.001,0.001,0.002,0.0,1.0,0.005,0.012,,bs_500_700_rd
baseline_smallestSuperset_0925_1702,smallestSuperset,dorothea_500_700,,,,,0.0,257.001,0.001,0.002,0.0,1.0,0.005,0.012,,bs_500_700_rd
gat_0922_2117,gat,dorothea_500_700,500.0,189.0,1.0,0.355,0.004,209.367,0.02,0.019,0.005,0.061,0.013,0.019,"{'IRF3': {'gene_name': 'IRF3', 'gene_index': 214, 'total_samples': 4287, 'times_true_source': 28, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.016, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 381.179, 'avg_prob_when_true': 0.016, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'SREBF2': {'gene_name': 'SREBF2', 'gene_index': 433, 'total_samples': 4287, 'times_true_source': 21, 'times_predicted_source': 0, 'correct_predictions': 0, 'avg_prediction_prob': 0.022, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 162.762, 'avg_prob_when_true': 0.023, 'in_top3_when_true': 0, 'in_top5_when_true': 0, 'accuracy_when_true': 0.0, 'precision': None, 'recall': 0.0, 'f1_score': None}, 'MYC': {'gene_name': 'MYC', 'gene_index': 265, 'total_samples': 4287, 'times_true_source': 20, 'times_predicted_source': 777, 'correct_predictions': 7, 'avg_prediction_prob': 0.018, 'avg_rank': 0.0, 'in_top3_count': 0, 'in_top5_count': 0, 'avg_rank_when_true': 185.75, 'avg_prob_when_true': 0.02, 'in_top3_when_true': 7, 'in_top5_when_true': 9, 'accuracy_when_true': 0.35, 'precision': 0.009, 'recall': 0.35, 'f1_score': 0.018}}",bs_500_700_rd
